record_id|period_dt|rfcrf_cif_no|rcrf_inst|rcrf_alpha|rcrf_date_audt|rcrf_time_audt|rcrf_name|rcrf_st_addr|rcrf_city|rcrf_state|rcrf_zip5|ubcrf_avf_flag|ubcrf_own_country|ubcrf_citizen|first_name|last_name|create_ts|update_ts
8769060369|2020-01-06|Recno: 77037611963|qXPeJ|ZAZehYCTf|2020-03-05|01:31:44|Matthew Mcconnell|25461 Taylor Loop Apt. 641|Lake Robert|Maine|11737|True|Cape Verde|False|Kathryn|Brown|2020-03-08 13:48:59|2019-11-29 22:57:07
3377193429|2020-05-03|Recno: 32979186223|DPfFK|rixGbKDR|2020-04-17|08:11:28|Willie Rodriguez|397 Burnett Fort Suite 601|Granttown|Tennessee|05697|True|Spain|True|Sydney|Gardner|2020-03-16 00:37:43|2019-10-29 17:43:24
7556527029|2019-07-04|Recno: 88027690091|imyoH|OMshAu|2020-01-29|18:57:44|Johnny Kerr|3059 Yvonne Pine|Clarktown|Mississippi|80202|False|Georgia|False|Christopher|Butler|2020-03-23 17:01:17|2020-01-23 07:09:07
1127715579|2019-10-07|Recno: 72610412632|DzUhO|tnLuu|2020-01-30|14:05:59|Lacey Harrison|0315 Tiffany View Apt. 445|Cassandrabury|Iowa|57223|False|Martinique|True|Allison|Gonzalez|2020-03-09 10:30:58|2019-10-27 13:42:41
4858305559|2019-10-02|Recno: 35682073067|KAprq|EEcwzFdJ|2020-03-30|04:38:06|Vanessa Lee|480 Matthew Summit Suite 809|Carterport|Wyoming|37478|True|Suriname|True|Christopher|Jones|2020-03-07 08:59:12|2019-10-09 18:48:27
7771929884|2019-08-04|Recno: 20754398661|FBVoR|EwQNfPtMM|2020-01-04|21:06:16|Stephen Zimmerman|8636 Allen Parkway Suite 100|West Denise|Minnesota|40926|False|Moldova|True|Dave|Lopez|2020-03-16 05:14:52|2020-03-11 02:19:08
9527071292|2019-09-11|Recno: 60736718480|CvjQX|OMeFshQge|2020-05-07|12:30:30|Patrick Lewis|868 Douglas Cliffs|Yolandachester|North Dakota|52457|True|Oman|False|Carol|Brown|2020-03-03 02:43:49|2019-11-11 23:20:36
1306387210|2019-03-14|Recno: 70651100915|makNG|YApTABoZuG|2020-03-29|08:49:52|Chad Morris|911 Johnson Stream Suite 315|Robertside|Nebraska|46782|True|Cuba|True|Ashley|Harrell|2020-03-01 18:12:42|2020-02-12 09:45:10
5642155660|2020-01-14|Recno: 86697263957|tJeYx|CtpLZwH|2020-05-26|05:07:57|David Mays|69190 David Union|Port Matthewmouth|Wisconsin|58518|True|Nicaragua|True|Anita|Morris|2020-03-10 00:10:53|2019-04-23 12:24:43
1584159374|2019-11-16|Recno: 90274775413|kwrYM|RWFCtxETVS|2020-05-09|17:55:39|Gary Williams|33294 Lopez Plaza|Saraville|Iowa|85381|False|Sierra Leone|True|Sarah|Contreras|2020-03-27 11:24:08|2019-10-20 02:47:05
5035605287|2019-09-02|Recno: 37583533688|IEtGq|wMCnUsnHjP|2020-04-08|22:22:36|Amber Hanson|07481 Daniel Manors|Sanchezhaven|Indiana|99623|True|Taiwan|True|Mary|Garcia|2020-03-17 11:04:48|2019-06-05 15:42:37
7762393298|2019-11-15|Recno: 54944658591|eCteV|InwKiOPj|2020-02-02|12:41:30|Nicholas Mccann|700 Jasmine Inlet|West Samanthachester|Minnesota|08005|False|Mongolia|False|Daniel|Weaver|2020-03-05 17:13:37|2020-01-01 14:52:37
2814819435|2019-04-30|Recno: 33795107610|qpYuq|iegPIVg|2020-04-29|11:40:24|Amber Hurst|39278 Patricia Coves Suite 725|South Brettbury|Iowa|86452|False|Cote d'Ivoire|True|Michael|Jones|2020-03-17 17:54:25|2019-05-23 09:19:21
5398307306|2019-03-24|Recno: 20384938648|sTxEM|GahuyuGujv|2020-01-21|16:22:52|Sydney Mcgee|5003 Martin Trail|Nicolebury|Wisconsin|26132|True|Cote d'Ivoire|False|Chad|Stanley|2020-03-01 22:20:21|2019-10-16 11:49:36
6232714088|2019-10-24|Recno: 19251855094|OBbkR|boGlzMafLE|2020-04-28|13:40:53|Joshua Bond|9214 Stone Flat Apt. 319|Mooreshire|Connecticut|50646|False|Argentina|False|Andres|Williams|2020-03-10 16:31:48|2019-12-24 17:44:39
6222210808|2019-02-14|Recno: 48829264750|JbZgA|yIGOd|2020-02-03|18:45:51|Thomas Flores|8379 Taylor Shoal Apt. 191|Clementsburgh|Kansas|39152|True|Tonga|True|Daniel|Allen|2020-03-28 14:47:42|2019-12-12 19:45:53
1294465706|2019-06-18|Recno: 76997914660|gSdXK|ylFZxGU|2020-02-21|02:33:16|Felicia Rogers|3594 Edward Lakes Suite 820|Lindseyborough|Georgia|81623|True|Kyrgyz Republic|True|Aaron|Cook|2020-03-02 10:29:42|2019-05-05 13:04:11
6397753236|2019-07-21|Recno: 72944501582|ruVsC|DwhLfe|2020-01-04|18:37:00|Annette Vega|649 Ronnie Lane Apt. 411|Watersview|New Jersey|79450|True|Faroe Islands|True|Stephen|Monroe|2020-03-29 10:50:17|2019-11-02 01:01:11
2460101959|2019-12-29|Recno: 78923585766|TuDOF|VpxHMvtuCW|2020-04-08|12:24:25|Michael Sloan|041 Jeffrey Views|South Jeffreyburgh|South Dakota|59996|True|Egypt|False|Alicia|Foster|2020-03-04 15:13:56|2019-09-20 01:32:13
1065051759|2019-03-03|Recno: 86283192135|mnQWm|wIfaETGgrb|2020-01-16|09:53:22|Jennifer Nelson|2633 Lewis Crest|Palmerfort|New York|73521|True|Kenya|True|Robert|Garrett|2020-03-01 00:05:18|2019-04-10 04:26:12
8691100809|2019-05-10|Recno: 84912972769|VsNKE|CPnQVCQJo|2020-03-28|13:53:59|Dale Schmidt|5905 William Overpass Apt. 119|Lake Jesse|Wyoming|33223|True|Uganda|True|Brandi|Cline|2020-03-14 10:16:23|2019-12-03 11:43:01
9756752054|2019-04-12|Recno: 28240921908|VskII|EhICP|2020-03-21|06:17:14|Angela Anderson|22117 Lynn Vista Apt. 561|West Roger|New Mexico|26270|False|Brazil|False|Jacqueline|Taylor|2020-03-26 06:54:02|2019-05-20 12:10:28
6825512493|2019-06-19|Recno: 84327982222|jLefa|iqngWSz|2020-03-23|18:36:38|Michael Wall|8008 Sutton Lock|Lake Kelseyport|Nebraska|38036|True|Colombia|False|Robert|Bell|2020-03-21 14:45:00|2019-09-24 06:41:20
8270239651|2020-01-16|Recno: 36393037122|bgPUi|aRxrbT|2020-02-03|18:42:21|Vincent Thomas|110 Ross Avenue Suite 219|East Daniel|Louisiana|79873|False|Georgia|True|William|Clark|2020-03-26 23:15:40|2020-01-10 17:53:58
7525316681|2019-07-21|Recno: 68730443556|IKFRr|ohPqElSX|2020-02-15|09:07:43|Brittany Hicks|7509 Newman Mission|Jordanport|California|56905|True|Turkey|True|Rebecca|Shaw|2020-03-11 05:36:18|2019-10-14 16:35:48
7923251266|2019-07-01|Recno: 61125661224|yUrum|mMLRuQkdA|2020-02-11|14:40:13|Joel Lopez|848 Russo Extensions|North Brittanystad|New Mexico|59862|False|South Georgia and the South Sandwich Islands|False|Crystal|Harris|2020-03-07 15:21:28|2020-03-24 07:31:37
7877308485|2019-10-10|Recno: 66888239236|ZhJFT|ANGYh|2020-04-06|02:41:00|John Jones|70684 Gonzalez Roads Suite 763|Wilsonmouth|Oklahoma|06443|False|Sudan|True|Darrell|Williams|2020-03-23 02:39:13|2020-03-04 07:02:38
1335112999|2020-04-25|Recno: 18909211273|PhJwC|HIgJAqflg|2020-02-06|14:00:39|Jordan Glover|860 Phillip Pass|Mikaylaport|Connecticut|71748|True|South Africa|True|Angelica|Alvarez|2020-03-14 18:49:56|2019-05-16 15:24:02
8191140465|2019-01-27|Recno: 25070920610|zKEki|vmCgunLPXV|2020-01-23|19:00:03|Vincent Mcgee|34302 Watkins Run|North Michelle|Wyoming|47278|False|Fiji|False|Gary|Perry|2020-03-16 19:55:37|2019-04-12 16:13:19
2447731874|2019-12-23|Recno: 62593127336|HbxRH|FHpIkd|2020-05-04|15:50:21|Dennis Shaw|1278 Ramirez Circles|Port Stephaniemouth|South Dakota|71311|True|Martinique|False|Joanna|Holmes|2020-03-13 05:58:27|2019-11-07 14:40:15
4350039821|2019-05-13|Recno: 56557202721|PcRxy|smxkwTaj|2020-01-03|20:12:47|Susan Greer|296 Candace Estates Suite 468|Longton|Maine|88149|False|Monaco|False|Lance|Mcconnell|2020-03-18 16:12:16|2019-10-12 19:27:23
3426942191|2019-02-01|Recno: 65743449870|cJWXb|bOhpkllXfs|2020-02-11|01:35:51|James Juarez|62858 James Dam Apt. 338|Brandytown|Washington|04789|True|Macao|False|Robin|Hall|2020-03-21 02:21:58|2020-02-12 14:37:27
9336820393|2019-07-18|Recno: 51052037660|bzoSR|MOHUs|2020-02-26|18:15:29|Karen White|9954 Jon Road Apt. 471|New Preston|New Hampshire|16844|True|Kazakhstan|True|Richard|Kennedy|2020-03-26 14:35:19|2019-12-17 22:08:35
5451137711|2020-01-04|Recno: 46677916439|bPSid|iaElvwZk|2020-04-07|04:37:50|Alexandra Kidd|62666 Ramos Vista|Steventon|South Dakota|37772|False|Costa Rica|True|Amanda|Lopez|2020-03-21 18:20:25|2020-03-24 18:37:19
5637397013|2020-05-17|Recno: 28650852346|gmAFH|SuiJWMUX|2020-02-21|02:06:02|Susan Hanson|024 Olsen Summit|Leehaven|Maine|73830|True|Georgia|False|Carrie|Ponce|2020-03-04 13:01:43|2019-07-04 17:40:07
2222940434|2019-09-26|Recno: 18541190984|ECjQM|BwgRZvIKlN|2020-05-21|15:14:22|Chris Douglas|52994 Heidi Turnpike|New Nicoleton|North Carolina|63098|False|Iraq|True|Brent|Lowery|2020-03-14 09:39:17|2019-07-15 12:14:22
9116918579|2019-06-03|Recno: 97940095342|xUXuc|ZsyuEXv|2020-05-26|12:39:04|Robert Thomas|27332 Jones Walks Suite 127|Sanchezside|Arkansas|91650|False|Liberia|False|George|Gonzalez|2020-03-15 07:26:55|2019-10-01 08:55:44
5325274375|2019-08-12|Recno: 21807908102|LbAws|GmZEzZZoRX|2020-01-10|19:32:57|Andrew Miller|6299 Cohen Forges|East Melinda|New Jersey|87286|False|Chile|False|Ryan|Thomas|2020-03-26 03:30:17|2019-05-20 10:07:04
9501726952|2019-07-03|Recno: 13026966332|owCSJ|bOuAxe|2020-04-02|02:47:59|Allison Ramirez|73193 Anthony Station Suite 835|Petersmouth|West Virginia|85844|True|Pitcairn Islands|True|Tina|Walker|2020-03-13 05:32:35|2019-06-27 20:01:55
5418969329|2019-03-17|Recno: 67242746101|rVttl|VvOpIcHy|2020-01-19|05:29:47|George Nelson|175 Harris Oval|Gibsonberg|Colorado|87630|True|Liechtenstein|False|Jesus|Hart|2020-03-27 15:01:01|2019-05-27 22:44:07
2278744312|2019-07-24|Recno: 44569967596|FAHAN|lrzifD|2020-02-02|16:31:20|Ann Clark|939 Laura Ridges|East Felicia|New Jersey|87243|True|Thailand|False|Chelsea|Mcneil|2020-03-28 09:50:49|2020-02-25 10:50:05
7901701615|2020-01-01|Recno: 84576599367|GfVWd|HLBFU|2020-03-29|18:18:45|Brittany Pearson|64334 Wall Port Apt. 547|Johnbury|Oklahoma|56738|True|Greece|False|Caleb|Ryan|2020-03-12 18:07:39|2019-11-11 18:52:39
2636276258|2019-08-16|Recno: 17435403554|quHtV|syqYlWD|2020-03-20|13:00:04|Rachel Daugherty|768 Lauren Street Suite 963|Lisaville|Illinois|61662|False|Afghanistan|True|Rebecca|Taylor|2020-03-19 07:28:40|2019-09-29 15:27:53
9565980019|2020-03-07|Recno: 87422868856|zWrKf|zcveyLf|2020-01-14|18:45:51|Jason Jackson|0452 Steven Green Suite 336|Transide|California|72881|False|Zambia|True|Michelle|Nash|2020-03-12 12:56:31|2020-03-10 04:05:14
6162064070|2019-11-04|Recno: 35465432614|muafm|WFjUApL|2020-05-03|16:28:33|Zachary Morris|6874 Dawson Ports Suite 518|South Rubenchester|Oklahoma|47506|False|Suriname|False|Stephanie|Stanley|2020-03-03 19:14:50|2019-12-14 16:55:37
6138633674|2019-10-10|Recno: 97119860913|WUnTx|KYwUqIKLX|2020-04-19|23:28:37|Donna Morris|702 Robertson Isle|Port Steven|New York|09527|False|Slovakia (Slovak Republic)|False|Stephanie|Williams|2020-03-20 18:17:29|2019-11-11 19:25:05
5868387289|2019-06-16|Recno: 73441817040|fVQAn|zjRQD|2020-05-06|16:36:00|Paul Singh|01716 Williams Tunnel Suite 544|West Michaelville|Montana|52303|True|Svalbard & Jan Mayen Islands|False|Melissa|Myers|2020-03-05 21:46:56|2019-07-07 13:04:05
9225433891|2019-12-20|Recno: 27327252710|qMrEQ|GgXYel|2020-02-12|16:54:13|Alexander Myers|4528 Jordan Centers Apt. 987|North Michael|Iowa|13814|False|Lebanon|False|Jennifer|Jones|2020-03-27 01:14:28|2019-10-30 09:33:13
3633013867|2020-01-06|Recno: 62372043043|yvEou|gnNqmsuST|2020-03-07|02:16:10|Jessica Jenkins|5449 Hernandez Keys|Lake Benjamin|Arkansas|79643|False|Samoa|False|Anne|Terrell|2020-03-20 00:38:39|2019-09-07 09:57:45
1201285321|2019-03-28|Recno: 24082199589|QieSA|SCeKfbHz|2020-05-04|01:58:36|Karla Mitchell|40599 Scott Square Suite 213|Jonathanhaven|Alabama|41546|False|South Georgia and the South Sandwich Islands|False|Melanie|Williams|2020-03-21 00:23:29|2020-04-13 19:36:13
8449961089|2019-02-15|Recno: 44981509913|CrkfD|NsVMH|2020-05-09|21:15:19|Christopher Santiago|535 Morris Glens Apt. 235|West Kellyville|South Carolina|07058|False|Qatar|True|John|Cook|2020-03-03 23:12:01|2019-06-05 23:29:24
7773911918|2020-04-25|Recno: 60454873197|jwWgt|CnuVlov|2020-03-17|19:10:11|Heather Benson|009 Rasmussen Mews Apt. 443|Port Benjamin|North Carolina|85580|True|Sierra Leone|False|Ana|Atkinson|2020-03-25 13:37:20|2020-02-07 07:49:14
9694433577|2020-01-06|Recno: 46922816629|zKHVv|FyjtNEf|2020-03-24|15:21:03|William Sullivan|8748 Nancy Estate|North Alfred|Maryland|58314|True|Oman|True|Timothy|Garza|2020-03-09 16:17:26|2019-09-09 17:22:31
6713790453|2019-02-21|Recno: 64295145368|WlSMl|jgaLMsD|2020-02-02|20:59:54|Ronald Campos|97651 John Pass|Taylorstad|Texas|04502|True|Netherlands Antilles|True|James|Rubio|2020-03-03 06:26:09|2019-07-19 20:40:03
7515801743|2020-03-14|Recno: 53053317153|qzNeS|PNszPCG|2020-05-21|05:33:34|Cheyenne Lewis|239 Hernandez Lake Apt. 616|East Ronald|Arizona|99559|False|Nepal|True|Barbara|Leach|2020-03-27 10:25:52|2019-04-28 06:13:00
8708911271|2020-02-29|Recno: 34234744619|fcIRh|sPfXQI|2020-01-01|20:09:19|Jeffrey Smith|278 Rogers Crest Apt. 491|Kevinland|Illinois|08873|False|Slovenia|False|Linda|George|2020-03-09 23:37:26|2019-09-28 00:34:19
4186343713|2019-08-16|Recno: 16886331961|lnbmy|prXGx|2020-01-16|04:08:01|Richard Ware|269 Jose Centers Suite 218|South Jacqueline|Hawaii|02865|False|French Guiana|True|Steve|Bell|2020-03-20 22:02:36|2020-04-17 15:36:30
6541641808|2019-05-31|Recno: 26896230422|mGLUO|UhiCQGuwKn|2020-02-27|06:57:35|Ann Brennan|8491 Peter Isle Apt. 774|Lake Dean|Nevada|49151|False|Hungary|False|Ariel|Green|2020-03-24 17:28:54|2019-12-15 13:27:36
7242122504|2020-02-17|Recno: 59252395536|gHDxb|qSKfXdlOd|2020-05-01|02:09:25|Maureen Robinson|9912 Nathaniel Crossroad Suite 968|Dominguezfort|Rhode Island|92189|False|Bouvet Island (Bouvetoya)|True|Sharon|Abbott|2020-03-26 04:35:12|2019-07-03 16:41:41
3129338653|2019-05-22|Recno: 71231302969|zmyRB|PILuN|2020-04-16|18:59:01|Joshua Nelson|135 Bennett Roads|Aguilarmouth|Rhode Island|73313|True|Georgia|False|Lisa|Perez|2020-03-24 19:32:49|2019-11-08 23:05:41
1254850917|2019-11-13|Recno: 44226755622|DrWBg|KomEHrngd|2020-02-21|02:54:51|Amanda Cantrell|079 Yang Extension Suite 989|North Lisaside|Connecticut|84145|False|British Virgin Islands|True|Amy|Hall|2020-03-13 21:36:05|2020-02-15 13:43:20
3680076061|2019-09-25|Recno: 18174811470|CpbCh|jAhwtkkMD|2020-01-25|18:59:29|Belinda Warren|31518 Christian Divide|Francochester|Maine|93692|False|Honduras|False|Jacqueline|Johnson|2020-03-21 18:38:53|2020-01-30 11:27:58
1623182916|2020-01-01|Recno: 50325901982|uqTOD|waqoKwBnrq|2020-05-16|21:14:15|Lori Stanley|20141 Zachary Vista|Sabrinamouth|Nebraska|87727|True|Greece|True|Ross|Taylor|2020-03-23 09:29:41|2019-12-29 06:37:16
8980529817|2019-08-05|Recno: 23193904120|gbkOK|Kzizh|2020-05-23|21:26:12|Brenda Stanley|98151 David Courts Apt. 412|North Deborah|Delaware|02290|False|Tonga|False|Michael|Stewart|2020-03-03 08:50:13|2019-05-18 22:22:52
8316360008|2019-07-31|Recno: 58979932074|pEqzN|aFLDATzYUF|2020-03-21|06:24:33|Gavin Ball|67498 Johnston Flats Apt. 891|Lake Barrymouth|New Jersey|21190|True|Niue|False|Charlene|Pope|2020-03-04 12:55:06|2020-02-04 07:49:18
3794040956|2019-05-07|Recno: 84501810735|dJDWl|hblFH|2020-03-06|19:32:10|Mark Washington|10221 William Spring Suite 298|North Joshuaville|Virginia|49060|False|Algeria|False|Jeffrey|Mcdonald|2020-03-01 07:26:18|2019-08-24 23:06:12
7541233742|2019-03-12|Recno: 96645098183|jVOvx|iJZAOOQYP|2020-04-02|18:35:42|Jeffery Davis|8071 Elliott Ports Apt. 317|Bellville|Maryland|81620|True|South Africa|False|Jessica|Delacruz|2020-03-11 07:37:32|2019-05-26 14:31:28
9494909928|2020-02-08|Recno: 58692002923|XCpMt|PBqpLDCg|2020-05-24|15:13:51|Joshua Vincent|1119 Joseph Orchard|East Melissa|Iowa|83514|True|Cameroon|True|Jonathan|Miller|2020-03-02 21:44:19|2019-06-26 17:54:00
3374774560|2019-07-15|Recno: 83967091228|NIZeE|AWBhnuZLT|2020-04-15|19:39:39|Nicholas Burns|90204 Reyes Port|New Melinda|North Carolina|76244|True|India|False|Randy|Norton|2020-03-16 21:32:03|2020-01-27 20:16:56
5969501271|2019-01-24|Recno: 49405025415|wkSNn|zgaRkv|2020-04-17|14:07:05|Robert Stewart|35391 Kendra Corners Apt. 128|Chrisstad|Idaho|59314|True|Japan|True|Andrew|Simmons|2020-03-12 17:11:18|2019-08-02 14:38:16
4644516677|2019-05-06|Recno: 98785116474|BUcOP|OWYVJT|2020-05-21|18:02:24|Gregory Wood|57627 Amber Points|Lake Staceyburgh|Colorado|55039|True|Mauritania|True|Ryan|Williams|2020-03-14 05:31:39|2019-06-01 02:43:47
7608400319|2020-01-16|Recno: 94520200127|QVtvd|lxsBkdZu|2020-01-21|12:43:45|Peter Parker|336 Davis Ranch|North Stephen|Montana|56744|False|Monaco|False|Russell|Palmer|2020-03-13 18:12:37|2019-09-16 04:07:46
1943418108|2020-04-22|Recno: 39163187559|nOBAN|dNatbHik|2020-03-08|21:27:21|Nicholas Jones|35219 Frank Meadow|New Jessica|Massachusetts|16664|True|Lithuania|False|Beth|Baker|2020-03-22 07:30:48|2019-04-04 07:34:22
7160148000|2020-02-16|Recno: 90356067274|iZcSp|eUFJfZKmNz|2020-04-24|19:04:19|Jean Gomez|194 Jeremy Dale Suite 690|Lloydbury|Pennsylvania|20679|False|Bolivia|True|Tammy|Riley|2020-03-29 15:14:25|2020-03-03 05:47:51
9196052757|2020-03-06|Recno: 35306172382|aPNdo|sZonEyLdUd|2020-03-21|16:39:28|Joseph Herrera|4183 Justin Villages Suite 618|Carrville|Missouri|08768|False|Central African Republic|False|Pamela|Baker|2020-03-13 00:25:16|2020-03-23 20:36:18
5540764528|2019-09-17|Recno: 12031065549|SslDT|OVfrUWmYq|2020-04-13|18:06:24|Charles Bradley|915 Leah Fields|East Elizabeth|Minnesota|02667|True|American Samoa|True|Michelle|Johnson|2020-03-13 16:06:12|2020-04-27 10:04:36
5331024266|2019-05-25|Recno: 64446155159|rlmRT|DncwYtQTbS|2020-02-29|15:28:55|Angela Walsh|034 Andrew Views|Murphyfort|Tennessee|69288|False|Sri Lanka|True|John|Chen|2020-03-05 09:23:20|2019-12-22 09:33:41
4187863629|2019-01-06|Recno: 71669767965|JIZHe|pgBFpos|2020-05-15|13:04:55|James Nichols|2712 Vanessa Brook|Beckfurt|Washington|85767|True|Maldives|False|Monica|Adams|2020-03-17 11:30:17|2019-08-25 10:12:25
7419904750|2019-12-17|Recno: 13724976160|TSfzY|KlpxgWXx|2020-01-20|11:40:40|Stephen Jensen|52846 Marie Groves Suite 489|North Ashley|Maine|12775|False|Philippines|True|Robin|Beltran|2020-03-01 06:38:17|2020-02-25 01:11:54
